[ 2025-06-19 16:41:35,976 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-06-19 16:42:07,857 ] 1026 httpx - INFO - HTTP Request: POST https://dagshub.com/login/oauth/middleman "HTTP/1.1 200 OK"
[ 2025-06-19 16:42:08,553 ] 1026 httpx - INFO - HTTP Request: POST https://dagshub.com/login/oauth/access_token "HTTP/1.1 200 OK"
[ 2025-06-19 16:42:09,356 ] 1026 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-06-19 16:42:09,360 ] 107 dagshub - INFO - Accessing as pranabmir1994
[ 2025-06-19 16:42:10,017 ] 1026 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/pranabmir1994/NetworkSecurityProj "HTTP/1.1 200 OK"
[ 2025-06-19 16:42:10,804 ] 1026 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-06-19 16:42:10,804 ] 107 dagshub - INFO - Initialized MLflow to track repo "pranabmir1994/NetworkSecurityProj"
[ 2025-06-19 16:42:10,804 ] 107 dagshub - INFO - Repository pranabmir1994/NetworkSecurityProj initialized!
[ 2025-06-19 16:42:10,804 ] 23 root - INFO - Initiate the data ingestion
[ 2025-06-19 16:42:16,737 ] 61 root - INFO - Performed train test split on the dataframe
[ 2025-06-19 16:42:16,737 ] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-06-19 16:42:16,739 ] 71 root - INFO - Exporting train and test file path.
[ 2025-06-19 16:42:16,746 ] 80 root - INFO - Exported train and test file path.
[ 2025-06-19 16:42:16,746 ] 25 root - INFO - Data Initiation Completed
[ 2025-06-19 16:42:16,781 ] 29 root - INFO - Initiate the data Validation
[ 2025-06-19 16:42:16,791 ] 32 root - INFO - Required number of columns:2
[ 2025-06-19 16:42:16,791 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-19 16:42:16,791 ] 32 root - INFO - Required number of columns:2
[ 2025-06-19 16:42:16,791 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-19 16:42:16,853 ] 31 root - INFO - data Validation Completed
[ 2025-06-19 16:42:16,853 ] 34 root - INFO - data Transformation started
[ 2025-06-19 16:42:16,853 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-06-19 16:42:16,853 ] 65 root - INFO - Starting data transformation
[ 2025-06-19 16:42:16,859 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-06-19 16:42:16,860 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-06-19 16:42:16,874 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-06-19 16:42:16,876 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-06-19 16:42:16,876 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-06-19 16:42:16,877 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-06-19 16:42:16,877 ] 38 root - INFO - data Transformation completed
[ 2025-06-19 16:42:16,878 ] 40 root - INFO - Model Training sstared
