[ 2025-06-19 13:24:51,509 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-06-19 13:24:53,360 ] 23 root - INFO - Initiate the data ingestion
[ 2025-06-19 13:24:55,477 ] 61 root - INFO - Performed train test split on the dataframe
[ 2025-06-19 13:24:55,477 ] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-06-19 13:24:55,477 ] 71 root - INFO - Exporting train and test file path.
[ 2025-06-19 13:24:55,477 ] 80 root - INFO - Exported train and test file path.
[ 2025-06-19 13:24:55,492 ] 25 root - INFO - Data Initiation Completed
[ 2025-06-19 13:24:55,514 ] 29 root - INFO - Initiate the data Validation
[ 2025-06-19 13:24:55,527 ] 32 root - INFO - Required number of columns:2
[ 2025-06-19 13:24:55,527 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-19 13:24:55,527 ] 32 root - INFO - Required number of columns:2
[ 2025-06-19 13:24:55,527 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-19 13:24:55,610 ] 31 root - INFO - data Validation Completed
[ 2025-06-19 13:24:55,610 ] 34 root - INFO - data Transformation started
[ 2025-06-19 13:24:55,610 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-06-19 13:24:55,610 ] 65 root - INFO - Starting data transformation
[ 2025-06-19 13:24:55,610 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-06-19 13:24:55,610 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-06-19 13:24:55,640 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-06-19 13:24:55,642 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-06-19 13:24:55,642 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-06-19 13:24:55,645 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-06-19 13:24:55,645 ] 38 root - INFO - data Transformation completed
